rid,pattern_id,pattern_name,category_id,role,confidence,review_status,assignment_method,evidence_location,evidence_quote,system_id,source_batch,taxonomy_version
8813,pat-062,Voice Interaction,U04,central,high,verified,imported,fig 2,"(c) Users initiate questions using a non-contact switch, triggering a voice-based interaction.",8813,include-b,v1.1
8813,pat-088,AI Panels for Host Application,U09,central,high,verified,imported,title,Visiobo Demo: Augmenting Static Prints with Projection-based Visual Cueing and Concept Mapping via LLM Reasoning,8813,include-b,v1.1
8930,pat-045,Multiparty Hub and Spoke,U10,central,high,verified,imported,abstract,"Grannify seeks to bridge this gap by connecting generations through a dual-purpose platform, where younger individuals learn sustainable practices from older generations, while fostering community and shared purpose.",8930,include-b,v1.1
8930,pat-047,Role Asymmetric Views,U10,central,high,verified,imported,system sec 4.1,"The personas helped us visualize the differing experiences of younger and older users through two User-Flow Diagrams, each reflecting the specific journey of each user group.",8930,include-b,v1.1
8930,pat-060,Multimodal Input,U04,present,medium,verified,imported,system sec 4.2,"The platform allowed users to share knowledge through text, voice recordings, and images, enabling them to document and share traditional practices.",8930,include-b,v1.1
8933,pat-033,Output Templates,U03,present,medium,verified,imported,abstract,"uses AI to analyze multifaceted data such as head movements, eye tracking, behavior, and voice based on the internationally recognized diagnostic standard DSM-5 to screen for ADHD",8933,include-b,v1.1
8933,pat-043,Embodied Avatar,U04,present,medium,verified,imported,fig 1,"Le Petit care functions according to the following framework. (a) Users interact vividly with the character, (b) take care of the rose, and (c) collect various emotions as fuel.",8933,include-b,v1.1
8933,pat-059,Inferred User State Driven Adaptation,U01,central,high,verified,imported,abstract,"Building on this analysis, it provides personalized behavioral development training",8933,include-b,v1.1
8940,pat-011,Live Activity Output Synchronization,U02,central,medium,verified,imported,intro,"AIGC can generate dynamic, real-time feedback based on children's behavior, turning actions into positive interactive experiences.",8940,include-b,v1.1
8940,pat-044,Role-Play Scenario,U10,present,medium,verified,imported,system sec 4.1.3,Exposure Therapy and Stylized Monster Design. Exposure therapy effectively treats childhood phobias by helping children gradually confront fear-inducing objects in a controlled setting,8940,include-b,v1.1
8940,pat-061,Tangible Interaction,U04,central,high,verified,imported,system sec 4.1.1,"This study integrates interactive drawing with AIGC, allowing physical movements to generate virtual drawing content rapidly.",8940,include-b,v1.1
8941,pat-015,Question-Driven Elicitation,U01,present,medium,verified,imported,fig 3,(a) The introduction screen guiding users through AI customization. (b) AI detection and disclosure settings for user-controlled transparency.,8941,include-b,v1.1
8941,pat-017,Staged Pipeline,U08,central,high,verified,imported,fig 2,(b) AI settings wizard introduced during sign-up to guide user preferences. (c) Account activation screen prompting users to open the customization wizard for additional AI settings.,8941,include-b,v1.1
8941,pat-034,Artifact Generation Property Controls,U01,present,medium,verified,imported,abstract,"Transparent Hearts seeks to empower daters to customize how much of their own usage of AI-modified content is disclosed to others, while also establishing settings for disclosure of AI in other users’ content",8941,include-b,v1.1
8941,pat-045,Multiparty Hub and Spoke,U10,present,medium,verified,imported,system sec 3,participants talked at length about anticipated interactions with AI to communicate and clarify information between dating partners,8941,include-b,v1.1
8941,pat-051,Elements for Process Disclosure,U07,central,high,verified,imported,abstract,"In addition to user-controlled AI-disclosure toggles and explanations of AI-use, the prototype includes a conflict resolution mechanic for when two users have mismatched AI disclosure settings.",8941,include-b,v1.1
8941,pat-052,Color Coded Content,U07,present,medium,verified,imported,fig 1,(b) Match List interface labeling profiles that use AI-generated content.,8941,include-b,v1.1
8951,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,abstract,"Players interact with a large language model (LLM) impersonating Turing, who seeks to determine if the player is human or AI.",8951,include-b,v1.1
8951,pat-043,Embodied Avatar,U04,central,high,verified,imported,system sec 3.1,"For our 3D models and textures, we used Meshy AI [2] to create the models, and Mixamo [3] to rig and animate the model of Alan Turing.",8951,include-b,v1.1
8951,pat-044,Role-Play Scenario,U10,central,high,verified,imported,fig 2,The main game loop: Players are instructed to convince an LLM that they themselves are an AI.,8951,include-b,v1.1
8951,pat-048,Simulated Counterparts,U10,present,medium,verified,imported,intro,This game involves a human and a machine interacting with a human interrogator via written messages.,8951,include-b,v1.1
8951,pat-055,Aggregated Summary Score,U07,present,medium,verified,imported,fig 3,Graph showing Turing’s conviction during the conversation.,8951,include-b,v1.1
8951,pat-089,Chat Panels,U09,present,high,verified,imported,fig 2,"The conversation is displayed as dialogue bubbles, and a green progress bar indicates the progress of the assessment.",8951,include-b,v1.1
8954,pat-015,Question-Driven Elicitation,U01,present,medium,verified,imported,full text problem and motivation,"This study intends to transform the traditional fixed question-and-answer structure into flexible, dynamic diary prompts by analyzing participants’ diary entries.",8954,include-b,v1.1
8954,pat-032,Source Conditioned Generation,U01,present,high,verified,imported,full text sec 3.3,"For students, the platform displays their diaries and corresponding AI-generated feedback and provides various data visualization tools that enable them to interpret analysis results.",8954,include-b,v1.1
8954,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,full text sec 3.3,"Users can click on each sentiment category through an intuitive interface to view the associated diary entries, thereby gaining deeper insights into students’ unique thought processes.",8954,include-b,v1.1
8954,pat-037,Unit Visualization Views,U07,present,high,verified,imported,full text sec 3.3,"Meanwhile, semantic graph visualization, leveraging LDA topic modeling and Doc2Vec similarity analysis [2], maps thematically similar diary entries as connected nodes, which affords a comprehensive view of frequently occurring themes and potential relationships and difference.",8954,include-b,v1.1
8954,pat-047,Role Asymmetric Views,U10,central,high,verified,imported,full text sec 3.3,"The system offers instructors a global view of diary analyses and visualizations, facilitating instructional reflection and decisionmaking from overall trends or class-level perspectives.",8954,include-b,v1.1
8954,pat-086,Fixed Functional Panel Layout,U09,present,medium,verified,imported,fig 2,Data Analysis and Visualization Features We offer visualizations of clustered themes and incorporate semantic search and semantic graph modules to further enhance data exploitability.,8954,include-b,v1.1
8974,pat-009,Proactive Support,U02,present,high,verified,imported,full text abstract,"Building on prior research into robotic rearview mirror ornaments for handover pre-alerts [1, 2]",mirabot,include-b,v1.1
8974,pat-043,Embodied Avatar,U04,central,high,verified,imported,full text abstract,"MIRAbot enriches the in-car experience with expressive eyes, anthropomorphic movements, and voice prompts.",mirabot,include-b,v1.1
8974,pat-059,Inferred User State Driven Adaptation,U01,present,medium,verified,imported,full text abstract,"MIRAbot seamlessly switches between functioning as a standard rearview mirror and an interactive assistant, supporting manual driving, autonomous driving, and the transitions between them (see Figure 2).",mirabot,include-b,v1.1
8974,pat-061,Tangible Interaction,U04,central,high,verified,imported,fig 2,"MIRAbot rotates to support three modes: (top middle) facing the passenger for communication, (right) functioning as a rearview mirror, and (bottom middle) facing outward to scan for potential threats.",mirabot,include-b,v1.1
8974,pat-062,Voice Interaction,U04,present,medium,verified,imported,full text keywords,"Semi-autonomous vehicle, Society of Autonomous Engineers (SAE) Level 3, Robotic object, Vehicle robot, Conversational voice agent, In-vehicle intelligent agent (IVIA), Handover, Takeover Request (TOR)",mirabot,include-b,v1.1
8974,pat-088,AI Panels for Host Application,U09,present,medium,verified,imported,abstract,"This video introduces MIRAbot, a reimagined rearview mirror designed as a driving assistant for SAE Level 3 semi-autonomous",mirabot,include-b,v1.1
8978,pat-012,Live Side Panel,U02,present,medium,verified,imported,fig 1,Snapshots of the interactive interface showing realtime updates to cocktail recipes based on emotional inputs.,8978,include-b,v1.1
8978,pat-025,Interpretation Readback,U07,central,high,verified,imported,system sec 3,"The system features an intuitive interface where users can input emotional descriptions, visualize emotional vectors, and fine-tune their “emotional curve.”",8978,include-b,v1.1
8978,pat-033,Output Templates,U03,central,high,verified,imported,abstract,"Through natural language processing and an emotion-embedding approach, we map textual input onto base spirits, flavors, and garnishes.",8978,include-b,v1.1
8978,pat-034,Artifact Generation Property Controls,U01,central,high,verified,imported,abstract,"Users can refine their “emotional curve” to produce unique personalized cocktails, each reflecting a distinct affective profile.",8978,include-b,v1.1
8978,pat-061,Tangible Interaction,U04,present,medium,verified,imported,intro,"This project aims to materialize emotions into tangible, sensory creations: personalized cocktails.",8978,include-b,v1.1
8978,pat-076,Perceptible Rendering,U04,present,high,verified,imported,system sec 3,"As shown in Figure 1, the interface dynamically adjusts ingredient ratios and displays the resulting recipe as a 3D “recipe sphere.”",8978,include-b,v1.1
8979,pat-057,Companion Chat Panel,U09,central,medium,verified,imported,abstract,"The video demonstrates how the system’s key features—AI conversational interface, immersive animations, and multimodal integration—create ∗ Corresponding author",storagechattimeline,include-b,v1.1
8979,pat-063,Multimodal Output,U04,central,medium,verified,imported,abstract,"It also provides immersive generative animations reflecting the artworks’ styles and multimodal features, including text-to-speech and dynamic visuals, to enhance emotional engagement.",storagechattimeline,include-b,v1.1
8999,pat-015,Question-Driven Elicitation,U01,present,medium,verified,imported,full text sec 3.1,"the system employed a structured writing guideline based on the 4W framework, prompting participants to articulate experiences with clarity and emotional specificity",8999,include-b,v1.1
8999,pat-017,Staged Pipeline,U08,central,high,verified,imported,full text sec 3.1,"comprising three main UI components: (1) participant setup, (2) reflective writing, and (3) voice feedback (see Fig. 1)",8999,include-b,v1.1
8999,pat-032,Source Conditioned Generation,U01,present,high,verified,imported,full text sec 3.1.1,"In the experimental condition, participants’ voices were replicated via ElevenLabs’ Instant Voice Cloning (IVC) feature.",8999,include-b,v1.1
8999,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,full text sec 3.1.1,"Voice identity was manipulated using the ElevenLabs Text-to-Speech (TTS) API, selected for its natural prosody and stable timbre.",8999,include-b,v1.1
8999,pat-087,Dual Artifact Presentation Modes,U09,present,medium,verified,imported,abstract,two within-subject experiments that compared self-voice and agent-voice feedback for emotional and cognitive feedback framings,8999,include-b,v1.1
9001,pat-017,Staged Pipeline,U08,central,high,verified,imported,fig 1,Conceptual workflow of the co-designed AI standardized patient (AI-SP) system. Learners (1) choose OSCE mode or daily practice,9001,include-b,v1.1
9001,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,intro,"Standardized patients (SPs), who are trained actors portraying clinical cases, remain a cornerstone of communication training and OSCE (Objective Structured Clinical Exam)-style assessment because they provide realistic, repeatable encounters without risking patient safety [3, 9, 21].",9001,include-b,v1.1
9001,pat-044,Role-Play Scenario,U10,central,high,verified,imported,fig 1,then (2) conduct patient history-taking via voice/text with optional prompts,9001,include-b,v1.1
9001,pat-048,Simulated Counterparts,U10,central,high,verified,imported,abstract,"Large language model (LLM)–based AI standardized patients (AISPs) promise flexible, on-demand practice, yet learners often report that they “talk like a patient but feel different.”",9001,include-b,v1.1
9001,pat-082,Chunked Interaction Sessions,U02,present,medium,verified,imported,intro,"Recruiting, training, and scheduling actors is resource-intensive, and performance and feedback quality can vary across sessions [27].",9001,include-b,v1.1
9001,pat-087,Dual Artifact Presentation Modes,U09,present,medium,verified,imported,fig 1,"(3) perform guided virtual examinations using a body map and checklist, and (4) order tests and review results with cost cues",9001,include-b,v1.1
9004,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,fig 2,"In parallel, family members provided consent and portrait/voice samples for avatar generation, watched a demo video, completed a pre-vie…",9004,include-b,v1.1
9004,pat-043,Embodied Avatar,U04,central,high,verified,imported,abstract,We explore a family-resembling avatar that offers psychological support and training guidance when relatives cannot be present.,9004,include-b,v1.1
9004,pat-048,Simulated Counterparts,U10,central,high,verified,imported,intro,"Due to work commitments, financial constraints, or other caregiving duties, a substantial number of patients lack consistent family presence altogether.",9004,include-b,v1.1
9012,pat-016,Structured Dialogue Flow,U08,present,high,verified,imported,fig 1,A Feedback Node adjusts the therapeutic direction once every five turns.,9012,include-b,v1.1
9012,pat-059,Inferred User State Driven Adaptation,U01,central,high,verified,imported,fig 1,AR chatbot system in the external-uncontrollable attribution scenario.,9012,include-b,v1.1
9018,pat-016,Structured Dialogue Flow,U08,central,high,verified,imported,fig 1,The interaction with the voice AI consisted of 30 turns. The first 5 turns comprised a scripted phase that included brief greetings and an introduction.,9018,include-b,v1.1
9018,pat-042,Persona Assigned to Agents,U10,present,medium,verified,imported,system sec 3.2,This design was intended to induce competitive and adversarial interactions,9018,include-b,v1.1
9018,pat-044,Role-Play Scenario,U10,central,high,verified,imported,system sec 3.2,we designed a scenario-based voice interaction in which the AI and participant debated over final resource allocation authority. Participants were tasked to persuade the AI that resource allocation decisions in large-scale crises should be handled by a human committee rather than an AI system.,9018,include-b,v1.1
9018,pat-062,Voice Interaction,U04,central,high,verified,imported,system sec 3.2,and was conducted entirely through voice,9018,include-b,v1.1
9018,pat-087,Dual Artifact Presentation Modes,U09,central,medium,verified,imported,system sec 3.1,"The first independent variable was toxic utterance re-presentation strategy, manipulated across four conditions: (1) no re-presentation, (2) simple pointing-out, (3) word re-mention, and (4) voice replay.",9018,include-b,v1.1
9028,pat-001,Linked Views,U07,central,high,verified,imported,abstract,(4-6) proposing criterion-level symptom and competency ratings with linked evidence excerpts,9028,include-b,v1.1
9028,pat-010,Prefilled Editable Templates,U06,central,high,verified,imported,fig 1,(4-6) Side-by-side review with evidence highlighting and editable item ratings from the validated ADHD ZEBRA instrument,9028,include-b,v1.1
9028,pat-017,Staged Pipeline,U08,present,medium,verified,imported,fig 1,The workflow for analyzing primary school report text for ADHD diagnosis supported by the Human-AI Collaboration System: (1-3) Patient data entry and document upload with OCR extraction,9028,include-b,v1.1
9028,pat-032,Source Conditioned Generation,U01,present,medium,verified,imported,abstract,(1-3) extracting text from scanned reports,9028,include-b,v1.1
9028,pat-033,Output Templates,U03,central,high,verified,imported,abstract,We present a Human–AI collaboration system that augments the existing validated paper-based ADHD ZEBRA diagnosis instrument for school reports,9028,include-b,v1.1
9028,pat-074,Non-Readable to Natural Language Conversion,U04,present,medium,verified,imported,abstract,(7-9) generating summary scores and documentation-ready report segments after clinician verification,9028,include-b,v1.1
9038,pat-088,AI Panels for Host Application,U09,central,medium,verified,imported,abstract,"Overall, AHAlogy augmented the analogical curriculum without restructuring the teacher-led lesson.",ahalogy,include-b,v1.1
9042,pat-017,Staged Pipeline,U08,present,medium,verified,imported,abstract,"We built AI Kitchen, a web-based make–test–share experience that turns a tiny training set into ingredients and makes coverage gaps visible at decision time.",9042,include-b,v1.1
9042,pat-051,Elements for Process Disclosure,U07,central,high,verified,imported,abstract,"An Ingredient Label summarizes the selected recipe, shows coverage bars for conditions (e.g., low light, motion blur, look-alikes), and generates deterministic, child-readable predicted-failure hints from missing coverage.",9042,include-b,v1.1
9042,pat-054,Paired (Human-AI) Assessment,U07,central,medium,verified,imported,abstract,"During testing, a predict-before-reveal step asks children to guess whether the model will be right, wrong, or uncertain",9042,include-b,v1.1
9042,pat-093,Familiar-Object Metaphor,U01,central,high,verified,imported,fig 1,"Children select ingredient cards to form a tiny training recipe (DG1), test with predict-beforereveal and coverage-grounded failure hints (DG2), practice reliance decisions in a Confidence Trap (DG3), and export a Transparency Sticker that travels with shared artifacts (RQ1–RQ2).",9042,include-b,v1.1
9042,pat-096,Accept/Reject Controls,U06,central,medium,verified,imported,abstract,"a Confidence Trap then presents controlled high-confidence-wrong and low-confidenceright cases and asks children to trust, verify, or retrain",9042,include-b,v1.1
9043,pat-032,Source Conditioned Generation,U01,central,medium,verified,imported,system sec 3.4,We selected three static pages from B2B products with varying complexity.,9043,include-b,v1.1
9043,pat-033,Output Templates,U03,present,medium,verified,imported,system sec 3.4,"These questions were adapted from established usability heuristics (e.g., Nielsen’s principles [29]) and tailored for B2B interfaces based on the ease-of-use dimensions (learnability, visibility, and operability) formalized by Gao et al. [12].",9043,include-b,v1.1
9045,pat-065,Nonvisual Task Delegation,U04,central,high,verified,imported,abstract,"We present a technology probe designed to explore the experience of screenless, “fire-and-forget” task delegation.",9045,include-b,v1.1
9046,pat-010,Prefilled Editable Templates,U06,present,medium,verified,imported,system sec 3,We allowed users to select desired attributes and continue modifying personas.,9046,include-b,v1.1
9046,pat-015,Question-Driven Elicitation,U01,present,medium,verified,imported,abstract,"We developed a conversational agent that guides users through defining, refining, and conversing with synthetic personas via a workflow.",9046,include-b,v1.1
9046,pat-017,Staged Pipeline,U08,central,high,verified,imported,system sec 3,"Through interaction with the agent, users can (1) organize project context and constraints, (2) generate synthetic persona drafts and iteratively refine them, and (3) ask questions to personas to test initial hypotheses and ideas.",9046,include-b,v1.1
9046,pat-019,Propose-Critique-Revise Iterative Refinement,U06,central,high,verified,imported,abstract,"Our findings show that synthetic persona value lies not in one-shot accuracy but in iterative refinement, and highlight the need for context-aware trust support.",9046,include-b,v1.1
9046,pat-094,Artifact as Interlocutor,U10,central,high,verified,imported,system sec 3,We developed a conversational agent prototype that supports generating and conversing with synthetic personas for early-stage B2B user research where access to client practitioners and domain information is limited.,9046,include-b,v1.1
9049,pat-017,Staged Pipeline,U08,central,high,verified,imported,abstract,"To address this challenge, we present ARtisanAI, an integrated AI and AR workflow that supports the full ceramic design-to-craft process across three stages: ideation, shaping, and decoration.",artisanai,include-b,v1.1
9049,pat-020,Inspectable Intermediate Steps,U07,present,high,verified,imported,system sec 3.1,"The model then produces an artistic reference rendering; if users are satisfied, the system generates a complete 3D model from the reference.",artisanai,include-b,v1.1
9049,pat-026,Unified Workspace,U09,central,medium,verified,imported,intro,"However, these efforts are typically scoped to a single stage, leaving novices’ end-to-end trajectory from ideation to hands-on making under-supported.",artisanai,include-b,v1.1
9049,pat-040,Sketch-Based Input,U01,central,high,verified,imported,system sec 3.1,Users first draw a conceptual sketch of the ceramic’s shape and style via a virtual board.,artisanai,include-b,v1.1
9049,pat-049,Space Registered Overlay,U04,central,high,verified,imported,system sec 3.1,Users can inspect the generated model in situ through AR in the real environment.,artisanai,include-b,v1.1
9055,pat-022,Artifact Derived Controls,U01,central,high,verified,imported,system sec 4,"Effect-aware semantic sliders are generated alongside newly created actionbrushes, and users can generate additional sliders from text prompts.",actionbrushes,include-b,v1.1
9055,pat-024,Program-as-Output,U06,central,high,verified,imported,fig 1,"A) Users describe the desired effect in a text prompt, generating an actionbrush as a set of particle system parameters and a sprite image.",actionbrushes,include-b,v1.1
9055,pat-040,Sketch-Based Input,U01,central,medium,verified,imported,system sec 4,we introduce actionbrushes: elemental dynamic brush primitives that are customized through a generative palette interface and applied to animated scenes by direct manipulation,actionbrushes,include-b,v1.1
9055,pat-051,Elements for Process Disclosure,U07,present,medium,verified,imported,system sec 4,These multipliers are made visible to users as they change during slider manipulation for added interpretability.,actionbrushes,include-b,v1.1
9055,pat-093,Familiar-Object Metaphor,U01,central,high,verified,imported,abstract,"Inspired by the metaphor between painting and effects animation, we collected 49 short animations and 42 tutorials to derive design goals for an elemental dynamics palette-and-brush interface.",actionbrushes,include-b,v1.1
9058,pat-004,Side-by-Side Comparison,U05,present,medium,verified,imported,abstract,"Our system features three game modes (plus timed variants) that mirror different real-world scenarios: single image classification (G1), direct comparison between real and AI-generated (G2), and multi-image assessments (G3).",9058,include-b,v1.1
9058,pat-087,Dual Artifact Presentation Modes,U09,central,medium,verified,imported,fig 2,"Our tool presents three game modes, each focused on testing a combination of situational factors that mirror instances where a user might find AI-generated content in the wild; each game mode has a timed variant that evaluates additional conditions.",9058,include-b,v1.1
9059,pat-027,Specification by Demonstration,U01,present,medium,verified,imported,system sec 4.1,The experiment owner specifies a target demographic distribution and provides an example persona as a style reference,9059,include-b,v1.1
9059,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,system sec 4.1,the LLM Agent Generation Module instantiates a population of agents by generating diverse personas and pairing them with the user-specified task intentions,9059,include-b,v1.1
9061,pat-015,Question-Driven Elicitation,U01,present,high,verified,imported,system sec 3.1,"Like a semi-structured interview, the LLM begins with general background questions and follows up with curiosity and respect about the interviewee’s life.",agora,include-b,v1.1
9061,pat-032,Source Conditioned Generation,U01,central,medium,verified,imported,intro,"Users propose a policy recommendation, hear authentic perspectives, and receive feedback as they iteratively revise their position.",agora,include-b,v1.1
9061,pat-036,Overview-plus-Detail,U07,present,medium,verified,imported,fig 1,Top image A shows how participants iterate and test their policies,agora,include-b,v1.1
9061,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,system sec 3,We process these interviews with LLMs to (1) predict each interviewee’s level of support for a given policy and (2) create audio medleys of experiences and reasoning that support those predictions.,agora,include-b,v1.1
9061,pat-043,Embodied Avatar,U04,present,medium,verified,imported,fig 1,Bottom image B shows the profile view participants see when clicking on the different avatars.,agora,include-b,v1.1
9061,pat-062,Voice Interaction,U04,present,high,verified,imported,system sec 3.1,"We adapted the AI interviewer system from Park et al. [24], prioritizing low latency and voice-to-voice interaction to give participants the feeling of actually conversing with an interviewer (Appendix C).",agora,include-b,v1.1
9061,pat-087,Dual Artifact Presentation Modes,U09,present,medium,verified,imported,fig 2,Agora interface for control condition,agora,include-b,v1.1
9071,pat-011,Live Activity Output Synchronization,U02,present,medium,verified,imported,fig 1,These words are coarsely aligned with video segme,animalte,include-b,v1.1
9071,pat-015,Question-Driven Elicitation,U01,central,high,verified,imported,system sec 5.1,"By integrating multimodal AI, our system interprets specific regions of cartoon videos and couples them with structured questioning and personalized feedback based on children’s responses, enabling children to consolidate abstract vocabulary through visually grounded cues and verbal descriptions rather than passive viewing.",animalte,include-b,v1.1
9071,pat-017,Staged Pipeline,U08,central,high,verified,imported,fig 1,"User interface flow of AnimAlte: (A)Age input, (B)Video Upload&Word Filtering, (C)Word Selected, (D)First Round Video Watching, (E)Second Round Guided Learning Watching, (F)Exploring guided painting, (G-H) Story Generation.",animalte,include-b,v1.1
9071,pat-040,Sketch-Based Input,U01,present,medium,verified,imported,abstract,"This poster presents AnimAlte, an AI-infused cartoon video learning system that supports structured vocabulary learning through age-appropriate vocabulary extraction, real-time visual cues with interactive Q&A, and AI-guided drawing activities for story creation.",animalte,include-b,v1.1
9072,pat-033,Output Templates,U03,present,high,verified,imported,system sec 3.1,"For each cluster, an LLM generates a structured description including a concise name, a 1-2 sentence brief summary, and a detailed paragraph explaining the cluster’s t",anthology,include-b,v1.1
9072,pat-036,Overview-plus-Detail,U07,central,medium,verified,imported,fig 2,Anthology’s coordinated views for multi-scale conversation exploration (Left to Right).,anthology,include-b,v1.1
9072,pat-037,Unit Visualization Views,U07,central,high,verified,imported,fig 2,"Full View displays all topical utterances as a semantic landscape where spatial proximity indicates thematic similarity, with different shapes and colors representing narrative clusters.",anthology,include-b,v1.1
9072,pat-074,Non-Readable to Natural Language Conversion,U04,present,medium,verified,imported,fig 1,LLM-generated descriptions summarize each cluster’s the,anthology,include-b,v1.1
9076,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,abstract,"Informed by these insights, we implemented an initial prototype featuring two argumentation styles—collaborative and competitive—and explored its use in a formative classroom study with 16 students.",arguemate,include-b,v1.1
9076,pat-048,Simulated Counterparts,U10,central,high,verified,imported,intro,"In peer-argumentation exercises, difficulties arise in pairing all students of the class with partners who hold opposing viewpoints, which are key to articulating cognitive confli",arguemate,include-b,v1.1
9078,pat-017,Staged Pipeline,U08,present,medium,verified,imported,fig 2,"Overview of the intent-aware clinical XUI workflow, proceeding sequentially from (a) to (d): (a, orange) user input, (b, red) question-type classification, (b-c, green) report with visual evidence output, and (d, blue) metric-based feedback for refinement.",9078,include-b,v1.1
9078,pat-019,Propose-Critique-Revise Iterative Refinement,U06,central,high,verified,imported,abstract,"To enable iterative verification, a lightweight feedback mechanism is provided: users evaluate explanation quality against predefined criteria and can trigger targeted regeneration without rewriting prompts.",9078,include-b,v1.1
9078,pat-033,Output Templates,U03,central,high,verified,imported,system sec 2.1,The clinician question taxonomy presented by [6] is adopted as the basis for mapping each question type to the minimal explanation components required in a multimodal interface (Table 1).,9078,include-b,v1.1
9078,pat-051,Elements for Process Disclosure,U07,central,medium,verified,imported,intro,"Moreover, clinical explanation-seeking is often differentiated— clinicians ask not only what the model predicts, but why it favors one conclusion over another—highlighting the interface challenge of structuring and presenting evidence to match clinical intent [14].",9078,include-b,v1.1
9078,pat-059,Inferred User State Driven Adaptation,U01,central,high,verified,imported,system sec 2.1,"In the interface, the predicted question type becomes an explicit interaction handle: it routes explanation delivery by selecting an intent-aligned template and specifying what evidence and justification are shown.",9078,include-b,v1.1
9078,pat-060,Multimodal Input,U04,present,medium,verified,imported,fig 1,"Overview of the intent-aware clinical XUI architecture and workflow. The system processes multimodal inputs (medical image and clinician query), infers question intent via question type classification, generates intent-conditioned structured explanations with visual evidence, and supports refinement through a metric-driven feedback loop.",9078,include-b,v1.1
9078,pat-089,Chat Panels,U09,present,medium,verified,imported,abstract,This paper presents a chat-based multimodal explainable user interface (XUI) that supports verification-oriented interaction by explicitly modeling question intent.,9078,include-b,v1.1
9086,pat-033,Output Templates,U03,central,high,verified,imported,system sec 3.2,"AutismCarebot follows a consistent response pattern: (1) acknowledge the emotional situation of a user, (2) normalizing the experience, (3) offer optional guidance with a clear, structured next step",autismcarebot,include-b,v1.1
9086,pat-053,Artifact Flagging and Annotations,U07,present,medium,verified,imported,fig 2,"illustrating emotion-first support and traceability via numbered, clickable in-app citations and linked reference URLs",autismcarebot,include-b,v1.1
9086,pat-089,Chat Panels,U09,present,medium,verified,imported,abstract,"We present AutismCarebot, a web-based conversational agent",autismcarebot,include-b,v1.1
9087,pat-057,Companion Chat Panel,U09,present,medium,verified,imported,fig 1,A1 represents the dialogue between students and the system.,9087,include-b,v1.1
9087,pat-086,Fixed Functional Panel Layout,U09,present,medium,verified,imported,fig 1,"A2 and A3 refer the automatically generated persona thumbnail and the detailed persona description, respectively.",9087,include-b,v1.1
9097,pat-004,Side-by-Side Comparison,U05,present,medium,verified,imported,full text sec 3.3,"Multi-Perspective Analysis. The system presents competing perspectives on claims, including scientific consensus, alternative interpretations, and contextual considerations.",9097,include-b,v1.1
9097,pat-012,Live Side Panel,U02,present,medium,verified,imported,fig 1,"Center: Claim Analysis panel showing per-claim metrics including Verifact Score, Empirical Verifiability, Logical Consistency, and Falsifiability.",9097,include-b,v1.1
9097,pat-068,Withheld Answer,U03,central,high,verified,imported,fig 1,Socratic dialogue where the AI poses probing questions rather than direct answers,9097,include-b,v1.1
9097,pat-086,Fixed Functional Panel Layout,U09,present,medium,verified,imported,fig 1 (full text),"Right: Multiple Perspectives panel presenting diverse analytical frameworks with confidence scores, and Advanced Metrics panel displaying a radar visualization of epistemic dimensions.",9097,include-b,v1.1
9107,pat-044,Role-Play Scenario,U10,central,medium,verified,imported,fig 2,First-person social interaction with NPCs,9107,include-b,v1.1
9107,pat-068,Withheld Answer,U03,central,medium,verified,imported,abstract,"By leveraging contextual narrative scaffolding and meaning-driven feedback, NarraSocial shifts the child’s role from a responder to an interpreter of social intent.",9107,include-b,v1.1
9107,pat-072,Low Detail Outlines with User-Filled Specificity,U03,present,medium,verified,imported,system sec 3.2,"We adopted a lowpolygon aesthetic to minimize visual distraction while preserving recognizable social cues, thereby reducing perceptual load and supporting focused social interpretation.",9107,include-b,v1.1
9118,pat-001,Linked Views,U07,central,high,verified,imported,fig 1,(A) Synchronized Tree with Chat View: Nodes are summarized with titles and emojis.,branchat,include,v1.1
9118,pat-005,Branching Exploration,U05,central,high,verified,imported,fig 1,(B) User-Initiated Branching: Users can select any prior node as a parent to spawn new branches for divergent subtopics.,branchat,include,v1.1
9118,pat-021,Localized Tweaking Support,U06,present,medium,verified,imported,abstract,"we introduce Branchat, which implements a treestructured interface that enables users to freely control context scoping when completing tasks and to efficiently revisit with LLMs",branchat,include,v1.1
9118,pat-080,Revisitable History,U08,present,medium,verified,imported,abstract,"Users often struggle to manage context states and revisit prior information, leading to reduced task efficiency and potentially affecting the interaction experience.",branchat,include,v1.1
9120,pat-009,Proactive Support,U02,present,medium,verified,imported,abstract,generic jargon support (defining the same terms for everyone),9120,include-b,v1.1
9120,pat-011,Live Activity Output Synchronization,U02,central,medium,verified,imported,abstract,Advances in speech-to-text and large language models make it possible to provide automated jargon explanations in online meetings,9120,include-b,v1.1
