paper_id,paper_name,pattern_ids,pattern_names,human_factor_ids,human_factor_names
9239,Enhancing Memory Recall Through AI-Assisted Method of Loci in Virtual Reality,pat-074 | pat-076,Non-Readable to Natural Language Conversion | Perceptible Rendering,F6 | F19 | F20,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy
9241,Enhancing mHealth App Onboarding Using a Multimodal Mixed Reality Avatar,pat-017 | pat-088 | pat-043 | pat-049 | pat-063,Staged Pipeline | AI Panels for Host Application | Embodied Avatar | Space Registered Overlay | Multimodal Output,F9 | F6 | F19 | F20 | F11,Guidance and Feedback | Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Social Perception (Mindset)
9244,Every Persona Has Their Palette: Persona-Based Color Highlighting for Emotional Expression in Text Chat,pat-059 | pat-010 | pat-052 | pat-089,Inferred User State Driven Adaptation | Prefilled Editable Templates | Color Coded Content | Chat Panels,F7 | F12 | F17 | F13,Control and Agency | Perspective-Taking | Privacy and Ownership | Personalization
9245,Every Prompt Has a Price: A Toolbox for Tracking the Environmental Cost of GenAI Use,,,F6 | F3 | F8 | F22 | F20 | F13,Sensemaking | Judgment and Decision Making | Metacognition | Risk of Harm and Accountability | Skill and Self-Efficacy | Personalization
9247,Everyone Deserves a Teacher They Like: Designing Personality-Matched Multimodal Educational Agents in Virtual Reality,pat-032 | pat-059 | pat-043,Source Conditioned Generation | Inferred User State Driven Adaptation | Embodied Avatar,F20 | F11 | F13,Skill and Self-Efficacy | Social Perception (Mindset) | Personalization
9251,Exploring How Task Complexity and User Self-Efficacy Shape AI Agent Design for AI-assisted Translation,pat-051 | pat-087 | pat-089,Elements for Process Disclosure | Dual Artifact Presentation Modes | Chat Panels,F1 | F5 | F19 | F20 | F7 | F12,Gulf of Envisioning | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Perspective-Taking
9254,Exploring Natural Language Prompts for Privacy Settings in VR,pat-092 | pat-062,Natural-Language Control | Voice Interaction,F1 | F3 | F5 | F19 | F7 | F17,Gulf of Envisioning | Judgment and Decision Making | Appropriate Reliance | Effort and Cognitive Load | Control and Agency | Privacy and Ownership
9260,Exploring a Collaborative Gamified Approach to Vision-Language Model Evaluation,pat-082 | pat-054 | pat-055 | pat-045 | pat-047,Chunked Interaction Sessions | Paired (Human-AI) Assessment | Aggregated Summary Score | Multiparty Hub and Spoke | Role Asymmetric Views,F4 | F19 | F12 | F16 | F13 | F21,"Oversight | Effort and Cognitive Load | Perspective-Taking | Coordination and Equitable Participation | Personalization | Affect, Wellbeing and Connection"
9266,Exploring the Use of Generative AI Technologies to Create Life-Review Summaries with Family Members to Promote Mental Health in Patients with Geriatric Depression,pat-015 | pat-032 | pat-045 | pat-063,Question-Driven Elicitation | Source Conditioned Generation | Multiparty Hub and Spoke | Multimodal Output,F6 | F8 | F19 | F21,"Sensemaking | Metacognition | Effort and Cognitive Load | Affect, Wellbeing and Connection"
9268,Externalizing Intent: Preserving Semantic Alignment in Graphic Recording Generation from Dialogue,pat-032 | pat-033 | pat-020,Source Conditioned Generation | Output Templates | Inspectable Intermediate Steps,F6 | F3 | F7 | F12,Sensemaking | Judgment and Decision Making | Control and Agency | Perspective-Taking
9271,Eye Want It All! Investigating Eye Tracking as Implicit Support for Generative Inpainting,,,F1 | F19,Gulf of Envisioning | Effort and Cognitive Load
9275,Fear Is a Bad Gambler: Designing for Cognitive Co-Creation in AI-Mediated Social Exposure,pat-059 | pat-017 | pat-025 | pat-054 | pat-044 | pat-062,Inferred User State Driven Adaptation | Staged Pipeline | Interpretation Readback | Paired (Human-AI) Assessment | Role-Play Scenario | Voice Interaction,F1 | F8 | F22 | F20 | F13 | F21,"Gulf of Envisioning | Metacognition | Risk of Harm and Accountability | Skill and Self-Efficacy | Personalization | Affect, Wellbeing and Connection"
9280,Finding MeBo: Delivering Reminiscence Therapy for Older Adults Using LLM-Based Voice User Interfaces,,,F6 | F7 | F11 | F17 | F21,"Sensemaking | Control and Agency | Social Perception (Mindset) | Privacy and Ownership | Affect, Wellbeing and Connection"
9282,Flavor-Aware AI for Pre-Decision Support in Everyday Food Practices,pat-033 | pat-002 | pat-051,Output Templates | Candidate Gallery | Elements for Process Disclosure,F3 | F19 | F20 | F13,Judgment and Decision Making | Effort and Cognitive Load | Skill and Self-Efficacy | Personalization
9294,From Awareness to Action? The Impact of CO2 Emission Feedback on Student LLM Usage,pat-012 | pat-051,Live Side Panel | Elements for Process Disclosure,F3 | F22 | F13 | F14,Judgment and Decision Making | Risk of Harm and Accountability | Personalization | Accessibility
9296,From Competition to Collaborative Smelling: Navigating the Olfactory Gap in Human-AI Interaction,pat-093 | pat-054 | pat-042 | pat-061 | pat-074,Familiar-Object Metaphor | Paired (Human-AI) Assessment | Persona Assigned to Agents | Tangible Interaction | Non-Readable to Natural Language Conversion,F1 | F6 | F8 | F20 | F7 | F12,Gulf of Envisioning | Sensemaking | Metacognition | Skill and Self-Efficacy | Control and Agency | Perspective-Taking
9301,From Idea to Co-Creation: A Planner-Actor-Critic Framework for Agent Augmented 3D Modeling,pat-019 | pat-030 | pat-097 | pat-023,Propose-Critique-Revise Iterative Refinement | Two-Way Sync View | Mid-Run Intervention | Goal Decomposition,F2 | F3 | F19 | F7,Creativity Support and Ideation | Judgment and Decision Making | Effort and Cognitive Load | Control and Agency
9303,From Needs to Design: Bridging Intimate Gaps with LLM-Augmented Nonviolent Communication,pat-033 | pat-010 | pat-080 | pat-045 | pat-060,Output Templates | Prefilled Editable Templates | Revisitable History | Multiparty Hub and Spoke | Multimodal Input,F1 | F6 | F8 | F12 | F21,"Gulf of Envisioning | Sensemaking | Metacognition | Perspective-Taking | Affect, Wellbeing and Connection"
9305,From Passive Consumption to Active Interaction: Exploring Interactive LLM Scaffolding to Support Learning Engagement,pat-053 | pat-057 | pat-086 | pat-087 | pat-089,Artifact Flagging and Annotations | Companion Chat Panel | Fixed Functional Panel Layout | Dual Artifact Presentation Modes | Chat Panels,F9 | F19 | F20 | F13,Guidance and Feedback | Effort and Cognitive Load | Skill and Self-Efficacy | Personalization
9311,From Seeing it to Experiencing it: Interactive Evaluation of Intersectional Voice Bias in Human-AI Speech Interaction,pat-006 | pat-007 | pat-050 | pat-062,Multi-Model Output Comparison | Perturb-and-Compare | Generative Filters | Voice Interaction,F3 | F5 | F18 | F22 | F12,Judgment and Decision Making | Appropriate Reliance | Bias and Fairness | Risk of Harm and Accountability | Perspective-Taking
9312,From Text-First to Structure-First: A Visual Pipeline for Narrative Writing,pat-039 | pat-033 | pat-018 | pat-017,Spatial Canvas | Output Templates | Addressable Segments | Staged Pipeline,F2 | F6 | F19 | F20,Creativity Support and Ideation | Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy
9318,From the Studio to Academia: Design and Evaluation of a Knowledge-Augmented GenAI System to Empower Design Undergraduates' Design Research Writing,pat-042,Persona Assigned to Agents,F1 | F3 | F8 | F19 | F20 | F14,Gulf of Envisioning | Judgment and Decision Making | Metacognition | Effort and Cognitive Load | Skill and Self-Efficacy | Accessibility
9321,GazeFlow: Personalized Ambient Soundscape Generation for Passive Strabismus Self-Monitoring,pat-009 | pat-011 | pat-059 | pat-076,Proactive Support | Live Activity Output Synchronization | Inferred User State Driven Adaptation | Perceptible Rendering,F8 | F19 | F7 | F17 | F14,Metacognition | Effort and Cognitive Load | Control and Agency | Privacy and Ownership | Accessibility
9323,GenAI EmoJellyfish: Investigating the Synergistic Effects of Multi-modal Interaction on Emotion Regulation,pat-042 | pat-061 | pat-063,Persona Assigned to Agents | Tangible Interaction | Multimodal Output,F19 | F17 | F13 | F21,"Effort and Cognitive Load | Privacy and Ownership | Personalization | Affect, Wellbeing and Connection"
9324,GenMemo: Exploring Narrative Chaining Visual Mnemonics to Support Memorization of Structured Proposition Texts,pat-032 | pat-033 | pat-023,Source Conditioned Generation | Output Templates | Goal Decomposition,F2 | F6 | F19 | F20,Creativity Support and Ideation | Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy
9326,GenerPlay: Bridging Asynchronous Intergenerational Communication Through Generative Interactive Narratives,pat-032 | pat-033 | pat-005 | pat-042 | pat-044 | pat-047 | pat-048,Source Conditioned Generation | Output Templates | Branching Exploration | Persona Assigned to Agents | Role-Play Scenario | Role Asymmetric Views | Simulated Counterparts,F19 | F12 | F13 | F21,"Effort and Cognitive Load | Perspective-Taking | Personalization | Affect, Wellbeing and Connection"
9327,Generate Images that My Brain Likes More: EEG-Based Preference Annotation for Image Selection in Text-to-Image Models,,,F1 | F2 | F19,Gulf of Envisioning | Creativity Support and Ideation | Effort and Cognitive Load
9334,Glanceable Verification Indicators for AI-Assisted Storytelling,pat-001 | pat-051 | pat-052,Linked Views | Elements for Process Disclosure | Color Coded Content,F3 | F5 | F7,Judgment and Decision Making | Appropriate Reliance | Control and Agency
9338,HabitTune: AI-Generated Personalized Children's Songs for Positive Habit Development,pat-015 | pat-033 | pat-017 | pat-063,Question-Driven Elicitation | Output Templates | Staged Pipeline | Multimodal Output,F6 | F19 | F13,Sensemaking | Effort and Cognitive Load | Personalization
9340,Hack-Agents: A Multi-Agent System for Innovation - Proof of Concept and Implications for AI-Augmented Hackathons,pat-059 | pat-017 | pat-089,Inferred User State Driven Adaptation | Staged Pipeline | Chat Panels,F2 | F8 | F5 | F19,Creativity Support and Ideation | Metacognition | Appropriate Reliance | Effort and Cognitive Load
9346,Helping or Hindering? User Experience Trade-offs in Refinement-Based AI Moderation for Online Comments,pat-031,Pre-Send Inspection,F12 | F17,Perspective-Taking | Privacy and Ownership
9368,"I Thought It Through, I Built It Whole!': An AI-Powered Tool to Support Children's Engineering Thinking Activities in the Family Context",pat-034 | pat-040 | pat-002 | pat-017 | pat-045 | pat-060 | pat-061,Artifact Generation Property Controls | Sketch-Based Input | Candidate Gallery | Staged Pipeline | Multiparty Hub and Spoke | Multimodal Input | Tangible Interaction,F2 | F9 | F19 | F20 | F15,Creativity Support and Ideation | Guidance and Feedback | Effort and Cognitive Load | Skill and Self-Efficacy | Spatial and Embodied Cognition
9370,"INLAY: Preemptive, In-Context Intelligence for Casual Web Browsing",pat-009 | pat-096 | pat-053 | pat-088,Proactive Support | Accept/Reject Controls | Artifact Flagging and Annotations | AI Panels for Host Application,F1 | F6 | F5 | F19 | F7,Gulf of Envisioning | Sensemaking | Appropriate Reliance | Effort and Cognitive Load | Control and Agency
9372,Illuminating Memory: Using Ambient Light to Enrich Generative Representations of Daily Life,pat-033 | pat-061 | pat-063 | pat-076,Output Templates | Tangible Interaction | Multimodal Output | Perceptible Rendering,F6 | F8 | F19 | F13 | F21,"Sensemaking | Metacognition | Effort and Cognitive Load | Personalization | Affect, Wellbeing and Connection"
9379,Input-Envelope-Output: Auditable Generative Music Rewards in Sensory-Sensitive Context,pat-034 | pat-020 | pat-051 | pat-086,Artifact Generation Property Controls | Inspectable Intermediate Steps | Elements for Process Disclosure | Fixed Functional Panel Layout,F2 | F4 | F22 | F7 | F13,Creativity Support and Ideation | Oversight | Risk of Harm and Accountability | Control and Agency | Personalization
9382,IntentWeave: A Progressive Entry Ladder for Multi-Surface Browser Agents in Cloud Portals,pat-009 | pat-090 | pat-087 | pat-088,Proactive Support | On-Demand Suggestion | Dual Artifact Presentation Modes | AI Panels for Host Application,F2 | F19 | F7,Creativity Support and Ideation | Effort and Cognitive Load | Control and Agency
9384,InterPilot: Exploring the Design Space of AI-assisted Job Interview Support for HR Professionals,pat-011 | pat-012 | pat-090 | pat-022 | pat-033 | pat-086,Live Activity Output Synchronization | Live Side Panel | On-Demand Suggestion | Artifact Derived Controls | Output Templates | Fixed Functional Panel Layout,F3 | F5 | F18 | F19 | F20 | F7,Judgment and Decision Making | Appropriate Reliance | Bias and Fairness | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
9385,"Interaction as Intelligence: A Transparent, Fine-Grained Multi-Agent Deep Research System for Human-Agent Collaboration",pat-015 | pat-019 | pat-097 | pat-028 | pat-051 | pat-057,Question-Driven Elicitation | Propose-Critique-Revise Iterative Refinement | Mid-Run Intervention | Plan Preview | Elements for Process Disclosure | Companion Chat Panel,F1 | F6 | F4 | F7 | F12,Gulf of Envisioning | Sensemaking | Oversight | Control and Agency | Perspective-Taking
9388,Intone your Talk: Voice Output Communication Aids with Individualized Voices for Augmented Communicators,pat-002 | pat-019 | pat-097,Candidate Gallery | Propose-Critique-Revise Iterative Refinement | Mid-Run Intervention,F1 | F19 | F7 | F17 | F14,Gulf of Envisioning | Effort and Cognitive Load | Control and Agency | Privacy and Ownership | Accessibility
9394,Investigating the Role of Agentic AI in Facilitating Travel Planning for People with Low Vision,,,F6 | F3 | F5 | F19 | F20 | F7 | F21 | F14,"Sensemaking | Judgment and Decision Making | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Affect, Wellbeing and Connection | Accessibility"
9399,Just-in-Time Tokens: Adaptive Token Pacing for Cognitive-Friendly LLM Streaming,pat-011 | pat-059 | pat-086,Live Activity Output Synchronization | Inferred User State Driven Adaptation | Fixed Functional Panel Layout,F6 | F19 | F7 | F21,"Sensemaking | Effort and Cognitive Load | Control and Agency | Affect, Wellbeing and Connection"
9400,Kairotask: Probing the Bridge Between Vague Intents and Spatiotemporal Contexts,pat-009 | pat-010 | pat-096 | pat-025,Proactive Support | Prefilled Editable Templates | Accept/Reject Controls | Interpretation Readback,F1 | F6 | F5 | F19 | F7,Gulf of Envisioning | Sensemaking | Appropriate Reliance | Effort and Cognitive Load | Control and Agency
9402,Knight Path: Supporting Player Sense-making in Game Narratives via Visual Scaffolding and Spoiler-Aware AI,pat-011 | pat-034 | pat-037 | pat-057 | pat-086,Live Activity Output Synchronization | Artifact Generation Property Controls | Unit Visualization Views | Companion Chat Panel | Fixed Functional Panel Layout,F6 | F19 | F7 | F13,Sensemaking | Effort and Cognitive Load | Control and Agency | Personalization
9405,Laserify: From Multimodal Input to Fabrication-Ready Laser Cut Plans,pat-040 | pat-029 | pat-017 | pat-020 | pat-060 | pat-061,Sketch-Based Input | Reverse Engineered Representation | Staged Pipeline | Inspectable Intermediate Steps | Multimodal Input | Tangible Interaction,F2 | F19 | F20 | F14,Creativity Support and Ideation | Effort and Cognitive Load | Skill and Self-Efficacy | Accessibility
9410,Learning to Delegate and Act with DELEGACT: Multimodal Language Models for Task-Level Human Cobot Planning in Industrial Assembly,pat-027 | pat-032 | pat-010 | pat-023 | pat-028 | pat-061,Specification by Demonstration | Source Conditioned Generation | Prefilled Editable Templates | Goal Decomposition | Plan Preview | Tangible Interaction,F1 | F4 | F22 | F19 | F7,Gulf of Envisioning | Oversight | Risk of Harm and Accountability | Effort and Cognitive Load | Control and Agency
9412,Let Me Finish: Exploring Design Cues for Communication Apprehension in LLM-based Voice Conversational Agents,pat-080 | pat-062,Revisitable History | Voice Interaction,F4 | F5 | F7 | F11 | F17 | F21,"Oversight | Appropriate Reliance | Control and Agency | Social Perception (Mindset) | Privacy and Ownership | Affect, Wellbeing and Connection"
9415,Lighthouse: A Self-Reconfiguring Sociotechnical Infrastructure for the Unforeseen Long-Tail of Urban Crisis,pat-011 | pat-033 | pat-045 | pat-088,Live Activity Output Synchronization | Output Templates | Multiparty Hub and Spoke | AI Panels for Host Application,F6 | F3 | F12 | F16,Sensemaking | Judgment and Decision Making | Perspective-Taking | Coordination and Equitable Participation
9421,"Look Here, Click Me: Improving Older Adults' Perception of Manipulable User Interface Components through AI-Based Perceptual Guidance",pat-033 | pat-068 | pat-018 | pat-074,Output Templates | Withheld Answer | Addressable Segments | Non-Readable to Natural Language Conversion,F6 | F19 | F20 | F14,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Accessibility
9427,Making Charts Speak: LLM-Based Conversational Chart Question Answering for Blind and Low-Vision Users,pat-032 | pat-092 | pat-051 | pat-086 | pat-074,Source Conditioned Generation | Natural-Language Control | Elements for Process Disclosure | Fixed Functional Panel Layout | Non-Readable to Natural Language Conversion,F6 | F19 | F14,Sensemaking | Effort and Cognitive Load | Accessibility
9430,Making SDV UX Designable: A Framework for Structuring Scenarios and LLM-Assisted Expansion,pat-033 | pat-026,Output Templates | Unified Workspace,F2,Creativity Support and Ideation
9433,Mapping Movies: A Mind-Map Approach to Aphasia-Friendly Video,pat-018 | pat-001 | pat-036 | pat-086 | pat-087 | pat-063,Addressable Segments | Linked Views | Overview-plus-Detail | Fixed Functional Panel Layout | Dual Artifact Presentation Modes | Multimodal Output,F6 | F14,Sensemaking | Accessibility
9436,MathTales: Designing and Studying an AI Agent-Based Story Generation System for Teaching Mathematical Problem Solving to Children,pat-033 | pat-020,Output Templates | Inspectable Intermediate Steps,F6 | F19 | F20 | F13,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Personalization
9443,Mediators: An Interactive Human-AI Negotiation System for Collective Decision-Making with Multi-Agent Learning,pat-016 | pat-042 | pat-044 | pat-045 | pat-061,Structured Dialogue Flow | Persona Assigned to Agents | Role-Play Scenario | Multiparty Hub and Spoke | Tangible Interaction,F2 | F3 | F4 | F8 | F16 | F15,Creativity Support and Ideation | Judgment and Decision Making | Oversight | Metacognition | Coordination and Equitable Participation | Spatial and Embodied Cognition
9449,MistMaker and Large Language Model MistMaker(LLMMM): LLM Operated Mist Making,pat-061,Tangible Interaction,F2 | F21 | F15,"Creativity Support and Ideation | Affect, Wellbeing and Connection | Spatial and Embodied Cognition"
9456,Mosaic: A Multi-Level Framework for Observing and Evaluating Performance of Multi-Agent Systems,,,F3 | F4,Judgment and Decision Making | Oversight
9462,NarrAid: Supporting Storytelling of People with Aphasia via Generative Visual Scene Displays,pat-015 | pat-017 | pat-045 | pat-087 | pat-063,Question-Driven Elicitation | Staged Pipeline | Multiparty Hub and Spoke | Dual Artifact Presentation Modes | Multimodal Output,F1 | F19 | F20 | F7 | F12 | F17 | F21 | F14,"Gulf of Envisioning | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Perspective-Taking | Privacy and Ownership | Affect, Wellbeing and Connection | Accessibility"
9463,Navig-AI-tion: Navigation by Contextual AI and Spatial Audio,pat-009 | pat-049,Proactive Support | Space Registered Overlay,F19 | F15,Effort and Cognitive Load | Spatial and Embodied Cognition
9465,"NeuroWise: A Multi-Agent LLM ""Glass-Box"" System for Practicing Double-Empathy Communication with Autistic Partners",pat-025 | pat-055 | pat-044 | pat-048 | pat-086 | pat-087,Interpretation Readback | Aggregated Summary Score | Role-Play Scenario | Simulated Counterparts | Fixed Functional Panel Layout | Dual Artifact Presentation Modes,F18 | F19 | F20 | F12,Bias and Fairness | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking
9466,Neutral Voice in Echo Chambers: Effects of AI Participation on Group Polarization and Social Perception,pat-045,Multiparty Hub and Spoke,F8 | F16 | F11 | F21,"Metacognition | Coordination and Equitable Participation | Social Perception (Mindset) | Affect, Wellbeing and Connection"
9472,ORCA: ORchestrating Causal Agent,pat-092 | pat-002 | pat-010 | pat-017 | pat-020 | pat-051 | pat-026,Natural-Language Control | Candidate Gallery | Prefilled Editable Templates | Staged Pipeline | Inspectable Intermediate Steps | Elements for Process Disclosure | Unified Workspace,F6 | F3 | F19 | F20 | F7,Sensemaking | Judgment and Decision Making | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
9474,"One Body, Many Minds: Exploring Design Frictions and Considerations for Multi-Agentic Systems in Human-Robot Interaction",pat-051 | pat-042 | pat-043,Elements for Process Disclosure | Persona Assigned to Agents | Embodied Avatar,F4 | F11,Oversight | Social Perception (Mindset)
9476,One Kiss: Emojis as Agents of Genre Flux in Generative Comics,pat-012 | pat-040 | pat-093 | pat-025 | pat-060,Live Side Panel | Sketch-Based Input | Familiar-Object Metaphor | Interpretation Readback | Multimodal Input,F1 | F2 | F7,Gulf of Envisioning | Creativity Support and Ideation | Control and Agency
9479,Operationalizing Responsible AI Policies with LLMs: an End-to-End Monitoring Prototype,pat-033 | pat-010 | pat-018 | pat-051 | pat-026,Output Templates | Prefilled Editable Templates | Addressable Segments | Elements for Process Disclosure | Unified Workspace,F3 | F22 | F19 | F7 | F12 | F14,Judgment and Decision Making | Risk of Harm and Accountability | Effort and Cognitive Load | Control and Agency | Perspective-Taking | Accessibility
9484,PRISM: Post-task Reflection via Intelligent Social Multi-agents for Enhancing Learning Experience and Industrial Skill Retention,pat-013 | pat-016 | pat-023 | pat-042 | pat-048 | pat-086,Deferred Intervention | Structured Dialogue Flow | Goal Decomposition | Persona Assigned to Agents | Simulated Counterparts | Fixed Functional Panel Layout,F9 | F6 | F8 | F5 | F19 | F20 | F16,Guidance and Feedback | Sensemaking | Metacognition | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Coordination and Equitable Participation
9487,PedaCo-Gen: Scaffolding Pedagogical Agency in Human-AI Collaborative Video Authoring,pat-067 | pat-010 | pat-019 | pat-017 | pat-020 | pat-086,User-Authored Rules | Prefilled Editable Templates | Propose-Critique-Revise Iterative Refinement | Staged Pipeline | Inspectable Intermediate Steps | Fixed Functional Panel Layout,F2 | F9 | F8 | F5 | F19 | F20 | F7,Creativity Support and Ideation | Guidance and Feedback | Metacognition | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
9489,PerforMagic: Coordinating Bodily Performance and Camera Movement in AI Video Creation,pat-013 | pat-032 | pat-002 | pat-018 | pat-029 | pat-017 | pat-061,Deferred Intervention | Source Conditioned Generation | Candidate Gallery | Addressable Segments | Reverse Engineered Representation | Staged Pipeline | Tangible Interaction,F2 | F19 | F20 | F15,Creativity Support and Ideation | Effort and Cognitive Load | Skill and Self-Efficacy | Spatial and Embodied Cognition
9490,PersonaCite: VoC-Grounded Interviewable Agentic Synthetic AI Personas for Verifiable User and Design Research,pat-001 | pat-051 | pat-042 | pat-048,Linked Views | Elements for Process Disclosure | Persona Assigned to Agents | Simulated Counterparts,F3 | F5 | F7 | F12,Judgment and Decision Making | Appropriate Reliance | Control and Agency | Perspective-Taking
9491,Personality-Driven AI Agents: Operationalizing OCEAN Traits for Human-AI Collaboration in the Coding Domain,pat-042,Persona Assigned to Agents,F5 | F19 | F11 | F21,"Appropriate Reliance | Effort and Cognitive Load | Social Perception (Mindset) | Affect, Wellbeing and Connection"
9493,Personalizing Human-LLM Interactions through Mixed Profiling,pat-015 | pat-017,Question-Driven Elicitation | Staged Pipeline,F5 | F19 | F7 | F17,Appropriate Reliance | Effort and Cognitive Load | Control and Agency | Privacy and Ownership
9494,Personalizing Kanji Memorization: Designing Adaptive Mnemonics Based on Learner Preferences Using Large Language Models,pat-022 | pat-002 | pat-019 | pat-095 | pat-052,Artifact Derived Controls | Candidate Gallery | Propose-Critique-Revise Iterative Refinement | Manual Fallback Editing | Color Coded Content,F6 | F19 | F20 | F7,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
9498,PlanningConnect: Bridging Collaborative Gaps in Urban Land Use Planning with an End-to-End Multi-Agent Framework,pat-009 | pat-016 | pat-045 | pat-047 | pat-026,Proactive Support | Structured Dialogue Flow | Multiparty Hub and Spoke | Role Asymmetric Views | Unified Workspace,F2 | F12 | F16 | F13,Creativity Support and Ideation | Perspective-Taking | Coordination and Equitable Participation | Personalization
9499,PlantWhisperer: Designing Conversational AI to Support Plant Care,pat-032 | pat-093 | pat-042 | pat-089,Source Conditioned Generation | Familiar-Object Metaphor | Persona Assigned to Agents | Chat Panels,F20 | F11 | F13 | F21,"Skill and Self-Efficacy | Social Perception (Mindset) | Personalization | Affect, Wellbeing and Connection"
9504,Playground+: an AI-MR System for Adaptable Open-Ended Family Physical Activity Play,pat-059 | pat-019 | pat-045 | pat-049 | pat-061,Inferred User State Driven Adaptation | Propose-Critique-Revise Iterative Refinement | Multiparty Hub and Spoke | Space Registered Overlay | Tangible Interaction,F2 | F9 | F20 | F21 | F15,"Creativity Support and Ideation | Guidance and Feedback | Skill and Self-Efficacy | Affect, Wellbeing and Connection | Spatial and Embodied Cognition"
9505,Playing the Monograph: Retrieval-Augmented Generation for Interactive Ethnography,pat-002 | pat-095 | pat-017 | pat-080 | pat-052 | pat-044,Candidate Gallery | Manual Fallback Editing | Staged Pipeline | Revisitable History | Color Coded Content | Role-Play Scenario,F6 | F8 | F20 | F7 | F13,Sensemaking | Metacognition | Skill and Self-Efficacy | Control and Agency | Personalization
9512,PromptHelper: A Prompt Recommender System for Encouraging Creativity in AI Chatbot Interactions,pat-033 | pat-002 | pat-095 | pat-088 | pat-089,Output Templates | Candidate Gallery | Manual Fallback Editing | AI Panels for Host Application | Chat Panels,F1 | F2 | F4 | F19 | F7,Gulf of Envisioning | Creativity Support and Ideation | Oversight | Effort and Cognitive Load | Control and Agency
9513,Prompting Destiny: Negotiating Socialization and Growth in an LLM-Mediated Speculative Gameworld,pat-013 | pat-002 | pat-017 | pat-044 | pat-074,Deferred Intervention | Candidate Gallery | Staged Pipeline | Role-Play Scenario | Non-Readable to Natural Language Conversion,F8 | F20 | F12 | F13,Metacognition | Skill and Self-Efficacy | Perspective-Taking | Personalization
9518,Qualitative Coding Analysis through Open-Source Large Language Models: A User Study and Design Recommendations,pat-032 | pat-051 | pat-089,Source Conditioned Generation | Elements for Process Disclosure | Chat Panels,F2 | F3 | F5 | F19 | F20 | F7 | F17,Creativity Support and Ideation | Judgment and Decision Making | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Privacy and Ownership
9524,ReFashionPal: Exploring AI Assistant Embedded in How-to Videos to Support Garment Repurposing,pat-018 | pat-057 | pat-086 | pat-088,Addressable Segments | Companion Chat Panel | Fixed Functional Panel Layout | AI Panels for Host Application,F2 | F9 | F19 | F20 | F13 | F15,Creativity Support and Ideation | Guidance and Feedback | Effort and Cognitive Load | Skill and Self-Efficacy | Personalization | Spatial and Embodied Cognition
9525,ReMe: Scaffolding Personalized Cognitive Training via Controllable LLM-Mediated Conversations,pat-082 | pat-032 | pat-033 | pat-016 | pat-060 | pat-062 | pat-063,Chunked Interaction Sessions | Source Conditioned Generation | Output Templates | Structured Dialogue Flow | Multimodal Input | Voice Interaction | Multimodal Output,F9 | F6 | F19 | F20 | F13,Guidance and Feedback | Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Personalization
9527,Read the Room: Exploring When LLM Agents Should Participate in Everyday Mixed-Context Group Chats on Mobile Messaging Platforms,pat-009 | pat-045 | pat-088 | pat-089,Proactive Support | Multiparty Hub and Spoke | AI Panels for Host Application | Chat Panels,F7 | F16 | F11,Control and Agency | Coordination and Equitable Participation | Social Perception (Mindset)
9529,Reading the Mood Behind Words: Integrating Prosody-Derived Emotional Context into Socially Responsive VR Agents,pat-059 | pat-043 | pat-062,Inferred User State Driven Adaptation | Embodied Avatar | Voice Interaction,F1 | F11 | F17 | F13 | F21,"Gulf of Envisioning | Social Perception (Mindset) | Privacy and Ownership | Personalization | Affect, Wellbeing and Connection"
9535,Recognizable ≠ Mine: Anchoring and Negotiating Authorship in Child-AI Co-Creation,pat-032 | pat-040,Source Conditioned Generation | Sketch-Based Input,F1 | F2 | F4 | F7 | F17,Gulf of Envisioning | Creativity Support and Ideation | Oversight | Control and Agency | Privacy and Ownership
9537,Reflexia: AI-Assisted Reflection on Personal Media Consumption,pat-082 | pat-032 | pat-010 | pat-017 | pat-042 | pat-089 | pat-074,Chunked Interaction Sessions | Source Conditioned Generation | Prefilled Editable Templates | Staged Pipeline | Persona Assigned to Agents | Chat Panels | Non-Readable to Natural Language Conversion,F8 | F22 | F19 | F7 | F13,Metacognition | Risk of Harm and Accountability | Effort and Cognitive Load | Control and Agency | Personalization
