schema_version,pattern_id,pattern_slug,pattern_name,short_summary,ui_ux_type,ui_ux_rationale,category_id,category_slug,category_name,category_order,pattern_order,global_order,sub_pattern,definition,structural_signature,n_papers,n_central,n_venue_families,source_catalogue_row,legacy_category_code,legacy_category_name,pre_filter_category_code,pre_filter_category_name,status
1.0.0,pat-086,workspace-partitioned-into-fixed-functional-panels,workspace partitioned into fixed functional panels,"The screen is divided into a fixed number of persistent regions, each with an assigned function that does not change during use.",UI,Assigns stable roles to persistent workspace regions.,U09,workspace-layout-and-tool-integration,Workspace Layout & Tool Integration,9,3,67,,"The screen is divided into a fixed number of persistent regions, each with an assigned function that does not change during use. The partition is stated as a design decision: which functions get their own region, and where each sits. Regions may differ in what they permit, for instance which of them accepts typing.","A stable spatial decomposition of one workspace into n named regions, each bound to a function (input, corpus, codebook, canvas, generated output, controls). Region identity and position persist across the session; content changes inside a region but its role does not. Spatial arrangement may encode something further — process order, or an editability asymmetry between regions.",413,174,11,86,P21,Fixed Surface Composition,C11,Workspace Layout & Tool Integration,active
1.0.0,pat-087,two-alternative-presentation-modes-for-the-same-content,two alternative presentation modes for the same content,"The same content is made available under two different presentation or interaction disciplines, and a selection determines which is in force.",UI,Provides switchable interaction disciplines over one content payload.,U09,workspace-layout-and-tool-integration,Workspace Layout & Tool Integration,9,4,68,,"The same content is made available under two different presentation or interaction disciplines, and a selection determines which is in force. The modes differ in how the content is reached and acted on, not in what the content is. Only one mode operates at a time.","One content payload, two renderings with distinct interaction rules (push stream vs. pull query; predetermined navigation vs. free-form questioning; freeform text vs. structured fields; whole-document vs. extracted-terms conditioning), and a mode selector that makes one active. The modes are alternatives at the same point in the flow — either can serve the same user need — and switching between them does not change the underlying content. In several members the two modes are never both available to the same user; there the selector is the experimenter's assignment rather than a control (see the review flag).",203,109,11,87,P21,Fixed Surface Composition,C11,Workspace Layout & Tool Integration,active
1.0.0,pat-088,assistance-grafted-into-an-existing-tool-page-or-workflow,"assistance grafted into an existing tool, page or workflow","The generative capability is attached to a host artifact that the system did not author — a third-party application, a web page, a chat client, an established workflow.",UI,Anchors AI functions to identifiable locations in a host surface.,U09,workspace-layout-and-tool-integration,Workspace Layout & Tool Integration,9,5,69,,"The generative capability is attached to a host artifact that the system did not author — a third-party application, a web page, a chat client, an established workflow. The host keeps its own structure and remains usable without the addition. The design move is the attachment point: where in the host the capability is inserted.","Two separable layers exist: a pre-existing host surface with its own controls and content, and an added layer (plugin, browser extension overlay, injected step, docked component) that renders generated content into or beside the host. The added layer is anchored to identifiable host locations — particular spans of host content, particular stages of the host's flow, particular composition steps — and the anchoring, not the generation, is what the paper specifies. Detaching the layer leaves the host intact.",169,126,11,88,P21,Fixed Surface Composition,C11,Workspace Layout & Tool Integration,active
1.0.0,pat-089,scrollable-chat-log-surface-with-a-text-entry-area,scrollable chat-log surface with a text-entry area,The interaction surface is a vertically scrolling transcript of alternating turns with a persistent composition area anchored below it.,UI,Uses an append-only transcript above a persistent composition region.,U09,workspace-layout-and-tool-integration,Workspace Layout & Tool Integration,9,6,70,,"The interaction surface is a vertically scrolling transcript of alternating turns with a persistent composition area anchored below it. The transcript is the record and the display at once: earlier turns remain addressable by scrolling, and new turns append to the end. Nothing about the layout is specialized to the task; the same surface would serve any turn-taking exchange.","Two regions: an append-only scrollable list of turn elements attributed to a speaker, and a fixed input region containing a text field plus a send affordance. New content enters at one end; the viewport auto-follows or can be scrolled back; history persists in the same region it was produced in. This is fully statable without reference to what the turns are about, which is precisely why it recurs across unrelated domains.",133,30,9,89,P21,Fixed Surface Composition,C11,Workspace Layout & Tool Integration,active
1.0.0,pat-091,the-agents-presence-and-actions-shown-inside-the-shared-artifact,the agent's presence and actions shown inside the shared artifact,"The system's activity is rendered within the work surface itself — as cursors, marks, live strokes, or attached companions — instead of being confined to a separate conversation panel.",UI,"Renders agent cursors, marks, strokes, or companions in the artifact's coordinate space.",U09,workspace-layout-and-tool-integration,Workspace Layout & Tool Integration,9,7,71,,"The system's activity is rendered within the work surface itself — as cursors, marks, live strokes, or attached companions — instead of being confined to a separate conversation panel. The user sees where the agent is and what it is touching while they continue to work in the same space. Presence cues are persistent and positioned relative to the artifact's content.","Agent state is drawn in the same coordinate space as the user's content, anchored to specific locations or to the pointer, and updates while the user is acting rather than only between turns. There is no separate container that owns the agent; removing the artifact view would remove the agent's visible form.",21,13,5,91,P21,Fixed Surface Composition,C11,Workspace Layout & Tool Integration,active
1.0.0,pat-043,embodied-character-or-avatar-as-the-agents-form,embodied character or avatar as the agent's form,"The agent is given a rendered body — an animated character, a 3-D figure, an on-screen avatar, a participant tile — and the user addresses that figure rather than a text pane.",UI,"Gives the agent a visible body, character, expression, or participant tile.",U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,1,72,Conversational Agent,"The agent is given a rendered body — an animated character, a 3-D figure, an on-screen avatar, a participant tile — and the user addresses that figure rather than a text pane. The body is the locus of the agent's turns: speech, expression, or animation issue from it. Several papers treat embodiment as a graded design variable with the text pane as the low end.","A persistent visual figure with its own extent and position is rendered in the interface, and the system's outputs are attributed to and emitted from that figure rather than from an undifferentiated output region. The figure occupies a slot ordinarily held by a human participant (a tile, a seat, a character in a scene).",111,89,10,43,P10,Personified Agents,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-049,output-spatially-registered-to-the-physical-scene,output spatially registered to the physical scene,"Generated content is placed in the coordinate frame of a real scene, or of captured video of one, and attached to a referent within it rather than to a panel.",UI,Anchors generated content to real-world referents.,U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,2,73,,"Generated content is placed in the coordinate frame of a real scene, or of captured video of one, and attached to a referent within it rather than to a panel. When the referent moves, the output moves with it.","Rendering requires a spatial resolution step: the system extracts positions of referents in the scene and lays out output at those coordinates, so an output element's location is a function of scene geometry rather than of a layout slot. Losing tracking loses placement, not content.",76,51,7,49,P12,In-Situ AR Overlay,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-050,a-generative-pipeline-interposed-between-the-scene-and-the-users-view,a generative pipeline interposed between the scene and the user's view,"A chain of generative transformations is placed inside the user's perceptual path, so that what the user perceives is the pipeline's reconstruction rather than the captured signal.",UI,Makes a generative reconstruction the user's continuous perceptual surface.,U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,3,74,Spatially-Aware Generation,"A chain of generative transformations is placed inside the user's perceptual path, so that what the user perceives is the pipeline's reconstruction rather than the captured signal. The original signal is not shown alongside; it is displaced, and the mediation is continuous and unavoidable while the system is worn or running. The category covers both readings of that arrangement: the plain control-flow case, where the pipeline simply sits between the scene and the display; and the case where the arrangement exists so that a property of the model is conveyed by making the user *undergo* its effects on their own perception rather than by describing, plotting or explaining it. Where a paper states only the experiential purpose, the interposed pipeline is still what is coded.","Capture → transform₁ → … → transformₙ → display, wired in series with no bypass: the sensor's output never reaches the display directly, and the display shows only the terminal transform's output. The chain typically crosses representations (signal → symbolic → signal), and the loss at each crossing is what the user perceives. Transplants to audio (mic → transcript → resynthesis → earpiece), text streams, or any sensed-and-displayed channel. For the experiential reading the same wiring holds, with one additional negative residue: no explanatory or visualization element for the model property being conveyed appears anywhere in the interface.",11,10,4,50,P12,In-Situ AR Overlay,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-060,multiple-input-modalities-and-gestures-accepted-together,multiple input modalities and gestures accepted together,"Two or more physically distinct input channels — typed text, drawn marks, speech, pointing, body pose, GUI controls — are accepted for the same operation.",UI,"Combines or interchanges text, speech, drawing, pointing, pose, and GUI input.",U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,4,75,,"Two or more physically distinct input channels — typed text, drawn marks, speech, pointing, body pose, GUI controls — are accepted for the same operation. They are either fused into one request or freely interchangeable within a single interaction, without a mode change.","The input side of one operation has at least two capture channels feeding a single request object, and the system must fuse or arbitrate between them. The user can switch channels mid-operation without transitioning the interface to a different state, so channel choice is not a mode.",150,88,10,60,P16,Sensory Channel Binding,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-061,physical-objects-and-physical-space-as-the-input-or-output-channel,physical objects and physical space as the input or output channel,"At least one end of the interaction loop lives in matter rather than pixels: objects are grasped, moved, or posed to issue commands, or the system's output is delivered as physical motion, staged space, or a tangible arrangement.",UI,"Uses tangible objects, movement, or spatial arrangements as interface elements.",U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,5,76,,"At least one end of the interaction loop lives in matter rather than pixels: objects are grasped, moved, or posed to issue commands, or the system's output is delivered as physical motion, staged space, or a tangible arrangement. The screen is displaced from that end of the loop.","Either the sensed event that constitutes a command is a physical manipulation of an object or body in space, or the emitted result is actuation or placement in space with no rendered layer required. The interface's layout is described in room coordinates, zones, and objects rather than in windows and widgets.",118,87,8,61,P16,Sensory Channel Binding,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-062,spoken-channel-as-the-interaction-surface-in-place-of-typed-input,spoken channel as the interaction surface in place of typed input,"The user drives the system by speaking, and the spoken utterance occupies the slot that a typed prompt or a direct-manipulation action would otherwise occupy.",UI,Makes speech the operative command or prompting channel.,U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,6,77,,"The user drives the system by speaking, and the spoken utterance occupies the slot that a typed prompt or a direct-manipulation action would otherwise occupy. The system's other controls may still exist, but the contributed interaction is that speech is the channel through which intent enters. Papers in this group either build voice as the sole authoring channel or interrogate what happens when voice is collapsed onto the text pipeline.","An audio-capture channel is the entry point of the control flow; the utterance is converted to an internal command, instruction sequence, or code, and that conversion product is what the rest of the system consumes. Nothing else in the flow requires the user to touch a pointer or keyboard, and the surface that would normally accept typed or pointed input is either absent or bypassed.",118,73,9,62,P16,Sensory Channel Binding,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-063,the-same-content-delivered-in-more-than-one-modality,the same content delivered in more than one modality,"One unit of system output is rendered in two or more sensory or representational channels at once — text plus speech, text plus image plus sound, or one language plus another.",UI,Presents equivalent content through multiple sensory or representational channels.,U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,7,78,,"One unit of system output is rendered in two or more sensory or representational channels at once — text plus speech, text plus image plus sound, or one language plus another. The channels carry the same content rather than complementary content, so the user may take up whichever channel suits them. The duplication is deliberate and built into the generation or rendering step.","A single output item fans out to multiple renderers whose products are presented together (concurrently or in immediate succession), each renderer targeting a different channel. The channels are redundant with respect to content: removing one loses a way of receiving the item but not the item itself.",82,34,9,63,P16,Sensory Channel Binding,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-064,nonvisual-sequential-navigation-through-structure,nonvisual sequential navigation through structure,"A structured artifact is exposed as a traversable graph of positions that the user steps through with discrete commands, with the system's response delivered on a nonvisual channel.",UI,Supports traversal of structured content using nonvisual commands and positional feedback.,U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,8,79,,"A structured artifact is exposed as a traversable graph of positions that the user steps through with discrete commands, with the system's response delivered on a nonvisual channel. Position within the structure is announced, so the user's location is part of the output rather than something read off a display. The artifact is not flattened into a single linear description.","The artifact is parsed into addressable nodes (items, points, layers, regions); the input surface is a small set of discrete move commands (next, previous, into, out of) plus queries; each move emits a nonvisual rendering of the node reached together with an orientation cue naming where in the structure that node sits. The load-bearing property is the *persistent cursor*: state is carried between commands so the same key means different things at different positions. Transplants to any structured content and any nonvisual channel — a directory tree read aloud, a menu stepped through by haptics.",9,7,4,64,P16,Sensory Channel Binding,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-065,screenless-task-delegation-with-no-visual-interface,screenless task delegation with no visual interface,The user hands a whole multi-step task to the system through a non-visual act and then stops attending to it; there is no display at any point in the loop.,UI,Uses a nonvisual handoff as the complete interface to a multi-step task.,U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,9,80,,"The user hands a whole multi-step task to the system through a non-visual act and then stops attending to it; there is no display at any point in the loop. Nothing is shown during execution, and the user cannot inspect progress. The handoff is complete at the moment of the request.","The interaction consists of an initiation gesture, a specification uttered on a non-visual channel, and a terminating signal, with no display surface in the loop and no intermediate state exposed. Structurally this forbids monitoring, mid-flight correction, and selection among alternatives: the control flow has exactly one user decision point, at the start. Transplants to any delegation without a display — a button on a wearable, a voice command to an appliance.",4,2,2,65,P16,Sensory Channel Binding,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-074,the-material-rewritten-as-human-readable-text,the material rewritten as human-readable text,"Material that is not prose — extracted data, code, an algorithmic sequence, a probability, a structure — is converted into natural language and delivered in that form.",UI,Turns non-prose information into a readable language surface.,U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,10,81,,"Material that is not prose — extracted data, code, an algorithmic sequence, a probability, a structure — is converted into natural language and delivered in that form. The prose is the output surface the user actually reads. The conversion is the design move: the same information was already available in a non-verbal form.","A non-prose source representation exists in the system, and a rendering step maps it to running natural language that is placed in the user-facing slot. The mapping is one-way and terminal: the prose is what the user consumes, and any downstream action is taken on the prose rather than on the source. The source may remain visible alongside, but the prose does not need to be re-parsed to be used.",124,65,11,74,P18,Source-to-Surface Rendering,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-076,abstract-output-given-a-viewable-rendered-representation,abstract output given a viewable rendered representation,"The model produces output in a representation the user cannot perceive directly — parameter streams, coordinate sequences, symbolic structures — and the system attaches a renderer that turns it into something viewable.",UI,Adds a deterministic perceptual rendering for otherwise imperceptible output.,U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,11,82,,"The model produces output in a representation the user cannot perceive directly — parameter streams, coordinate sequences, symbolic structures — and the system attaches a renderer that turns it into something viewable. The rendering is not the model's output; it is a display layer chosen by the designer. The user judges the artifact only through that layer.","A rendering stage is inserted between generation and display: the generated representation R is mapped by a fixed, designer-chosen function into a perceptible form V, and only V appears in the interface. The mapping is deterministic and adds no content — everything shown is entailed by R plus fixed rendering assets. Where R is time-varying, V is commonly a sampled sequence laid out spatially. Transplants to sonifying a data stream, plotting a vector, animating a trajectory.",60,29,9,76,P18,Source-to-Surface Rendering,C12,"Modality, Embodiment & Output Rendering",active
1.0.0,pat-078,a-composite-glyph-whose-parts-each-encode-a-named-component-of-one-property,a composite glyph whose parts each encode a named component of one property,"Rather than reusing a standard chart type, the system introduces a new graphical mark whose geometry is designed around the specific property being communicated.",UI,Creates a domain-specific graphical mark with explicit component-to-geometry mappings.,U10,modality-embodiment-and-output-rendering,"Modality, Embodiment & Output Rendering",10,12,83,,"Rather than reusing a standard chart type, the system introduces a new graphical mark whose geometry is designed around the specific property being communicated. The mark's parts each carry a distinct component of that property, and the mapping is defined by the paper. The encoding is a contributed object in its own right, described part by part.","A composite graphical mark is defined by an explicit mapping from named components of the data property to named geometric channels of the mark (sector angle, chord endpoint, block extent, static shape standing for a time-varying quantity). The definition is enumerable — the paper can label the parts — and the mark is instantiated once per unit of data. Transplantable in the sense that any property with named components can be given such a mark; but note that what is shared across instances is the *act of designing* a mark, and the marks themselves have nothing structural in common beyond compositeness.",23,15,6,78,P18,Source-to-Surface Rendering,C12,"Modality, Embodiment & Output Rendering",active
